"Time","orderers","peers","Total"
2024-06-24 23:36:30,0.134,109,109
2024-06-24 23:36:45,0.212,110,110
2024-06-24 23:37:00,0.281,110,110
2024-06-24 23:37:15,0.327,110,110
2024-06-24 23:37:30,0.337,111,111
2024-06-24 23:37:45,0.409,111,111
2024-06-24 23:38:00,0.424,112,112
2024-06-24 23:38:15,0.421,112,112
2024-06-24 23:38:30,0.461,112,112
2024-06-24 23:38:45,0.547,113,113
2024-06-24 23:39:00,0.504,113,113
2024-06-24 23:39:15,0.574,114,114
2024-06-24 23:39:30,0.618,114,114
2024-06-24 23:39:45,0.609,114,114
2024-06-24 23:40:00,0.661,114,114
2024-06-24 23:40:15,0.708,115,115
2024-06-24 23:40:30,0.674,115,115
2024-06-24 23:40:45,0.693,115,115
2024-06-24 23:41:00,0.694,115,115
2024-06-24 23:41:15,0.694,115,115
2024-06-24 23:41:30,0.694,115,115