"Time","machine69","machine70","All Machines"
2024-04-18 09:18:15,0.00167,0.00134,0.00223
2024-04-18 09:18:30,0.00167,0.00134,0.00223
2024-04-18 09:18:45,0.00167,0.00134,0.00223
2024-04-18 09:19:00,0.00167,0.00134,0.00223
2024-04-18 09:19:15,0.00167,0.00134,0.00223
2024-04-18 09:19:30,0.00167,0.00134,0.00225
2024-04-18 09:19:45,0.00167,0.00134,0.00225
2024-04-18 09:20:00,0.00167,0.00134,0.00225
2024-04-18 09:20:15,0.00805,0.00134,0.0125
2024-04-18 09:20:30,0.00805,0.00134,0.0125
2024-04-18 09:20:45,0.00805,0.0400,0.0320
2024-04-18 09:21:00,0.00805,0.0404,0.0320
2024-04-18 09:21:15,0.0476,0.0404,0.0783
2024-04-18 09:21:30,0.0476,0.0404,0.0785
2024-04-18 09:21:45,0.0476,0.0940,0.105
2024-04-18 09:22:00,0.0476,0.0940,0.105
2024-04-18 09:22:15,0.0868,0.0940,0.125
2024-04-18 09:22:30,0.0868,0.0940,0.152
2024-04-18 09:22:45,0.0868,0.148,0.179
2024-04-18 09:23:00,0.0868,0.148,0.179
2024-04-18 09:23:15,0.126,0.148,0.199
2024-04-18 09:23:30,0.126,0.148,0.226
2024-04-18 09:23:45,0.126,0.202,0.253
2024-04-18 09:24:00,0.126,0.202,0.253
2024-04-18 09:24:15,0.159,0.202,0.289