"Time","Total","Peers","Orderers","Couchsdb"
2024-04-19 17:37:45,0,0,0,0
2024-04-19 17:38:00,1.07,0,0,1.07
2024-04-19 17:38:15,5.31,1.10,0,4.21
2024-04-19 17:38:30,7.35,2.14,0,5.21
2024-04-19 17:38:45,10.5,2.12,1.07,7.26
2024-04-19 17:39:00,9.74,2.17,2.14,5.44
2024-04-19 17:39:15,7.42,1.10,2.15,4.17
2024-04-19 17:39:30,32.3,24.0,3.15,5.18
2024-04-19 17:39:45,31.4,25.1,2.12,4.21
2024-04-19 17:40:00,30.0,25.8,1.05,3.15
2024-04-19 17:40:15,23.1,21.0,0,2.14
2024-04-19 17:40:30,3.15,2.07,0,1.07
2024-04-19 17:40:45,2.07,1.03,1.04,0
2024-04-19 17:41:00,1.06,0,1.06,0
2024-04-19 17:41:15,4.14,0,2.05,2.09
2024-04-19 17:41:30,8.45,3.25,2.08,3.12
2024-04-19 17:41:45,8.36,4.23,1.03,3.10